msm.new.ref.locus.tag,msm.locus.tag,mtb.locus.tag,mtb.gene.name,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,evalue,bits
LJ00_RS26355,MSMEG_5395,Rv1028c,kdpD,0.769,839,193,0,5,843,21,0,1283
LJ00_RS17100,MSMEG_3476,Rv1977,NA,0.769,351,80,0,1,351,1,1.11E-186,577
LJ00_RS12875,MSMEG_2619,Rv2846c,efpA,0.769,530,117,0,1,507,1,1.74E-261,801
LJ00_RS10305,MSMEG_2091,Rv3100c,smpB,0.769,156,36,0,4,159,3,1.03E-82,265
LJ00_RS29710,MSMEG_6073,Rv3579c,NA,0.769,313,71,0,1,313,1,1.69E-152,475
LJ00_RS30145,MSMEG_6160,Rv3649,NA,0.769,769,176,0,8,776,4,0,1229
LJ00_RS30580,MSMEG_6249,Rv3703c,etgB,0.769,428,98,0,1,428,1,5.08E-232,711
LJ00_RS04380,MSMEG_0887,Rv0443,NA,0.768,164,38,0,19,182,6,3.95E-88,282
LJ00_RS24110,MSMEG_4933,Rv1312,NA,0.768,147,34,0,1,147,1,5.44E-75,242
LJ00_RS18425,MSMEG_3751,Rv1694,tlyA,0.768,268,62,0,1,268,1,1.50E-131,412
LJ00_RS23035,MSMEG_4715,Rv2500c,fadE19,0.768,389,89,0,2,387,5,1.43E-199,615
LJ00_RS15680,MSMEG_3189,Rv1569,bioF1,0.768,375,87,0,7,381,12,5.29E-182,564
LJ00_RS04490,MSMEG_0909,Rv0466,NA,0.767,262,61,0,21,282,3,1.08E-141,442
LJ00_RS26570,MSMEG_5438,Rv1010,ksgA,0.767,310,71,0,1,310,9,1.41E-152,475
LJ00_RS21025,MSMEG_4291,Rv1897c,NA,0.767,142,33,0,1,142,1,4.20E-67,219
LJ00_RS21960,MSMEG_4490,Rv2361c,NA,0.767,292,68,0,2,293,5,1.54E-160,497
LJ00_RS22340,MSMEG_4567,Rv2409c,NA,0.767,279,65,0,1,279,1,4.52E-150,466
LJ00_RS13545,MSMEG_2758,Rv2703,sigA,0.767,528,108,0,1,466,1,4.34E-244,748
LJ00_RS11945,MSMEG_2431,Rv2915c,NA,0.767,355,82,0,4,358,16,1.37E-185,573
LJ00_RS09055,MSMEG_1836,Rv3255c,manA,0.767,408,95,0,1,408,1,6.16E-211,649
LJ00_RS31350,MSMEG_6407,Rv3813c,NA,0.767,267,62,0,7,273,6,2.20E-138,432
LJ00_RS33930,MSMEG_6939,Rv3918c,parA,0.767,305,69,0,16,320,47,3.32E-149,466
LJ00_RS12980,MSMEG_2642,Rv2828A,NA,0.767,86,20,0,1,86,1,5.05E-39,135
LJ00_RS03440,MSMEG_0698,Rv0343,iniC,0.766,496,115,0,1,496,1,6.57E-246,755
LJ00_RS21980,MSMEG_4494,Rv2365c,NA,0.766,103,24,0,3,105,11,1.24E-45,155
LJ00_RS13550,MSMEG_2760,Rv2702,ppgK,0.766,257,60,0,7,263,6,6.46E-134,419
LJ00_RS13430,MSMEG_2735,Rv2726c,dapF,0.766,289,67,0,1,289,1,6.70E-143,446
LJ00_RS13255,MSMEG_2699,Rv2739c,NA,0.766,390,91,0,1,390,1,1.50E-200,618
LJ00_RS07475,MSMEG_1514,Rv3463,NA,0.766,278,64,0,6,283,9,1.43E-139,436
LJ00_RS20585,MSMEG_4200,Rv2141c,NA,0.766,441,103,0,7,447,8,1.55E-237,728
LJ00_RS32490,MSMEG_6638,Rv1133c,metE,0.765,754,176,0,5,758,9,0,1162
LJ00_RS05070,MSMEG_1029,Rv3050c,NA,0.765,239,56,0,1,238,1,7.54E-119,374
LJ00_RS11345,MSMEG_1029,Rv3050c,NA,0.765,239,56,0,1,238,1,7.54E-119,374
LJ00_RS11345,MSMEG_2309,Rv3050c,NA,0.765,239,56,0,1,238,1,7.54E-119,374
LJ00_RS05070,MSMEG_2309,Rv3050c,NA,0.765,239,56,0,1,238,1,7.54E-119,374
LJ00_RS13805,MSMEG_2811,Rv3072c,NA,0.765,111,26,0,9,119,17,5.88E-49,174
LJ00_RS24420,MSMEG_4996,Rv1282c,oppC,0.764,289,68,0,17,305,3,2.67E-145,454
LJ00_RS18020,MSMEG_3666,Rv1814,erg3,0.764,284,66,0,15,296,1,4.62E-155,482
LJ00_RS14705,MSMEG_2990,Rv2578c,NA,0.764,340,80,0,6,344,1,4.79E-173,536
LJ00_RS29390,MSMEG_6009,Rv3557c,NA,0.764,191,45,0,8,198,7,7.10E-100,317
LJ00_RS30235,MSMEG_6179,Rv3667,acs,0.764,648,152,0,5,651,4,0,1063
LJ00_RS31490,MSMEG_6434,Rv3850,NA,0.764,217,51,0,1,217,1,6.70E-107,338
LJ00_RS01280,MSMEG_0257,Rv0214,fadD4,0.763,504,119,0,1,504,33,2.13E-271,829
LJ00_RS02135,MSMEG_0433,Rv0261c,narK3,0.763,448,106,0,1,448,1,3.35E-238,731
LJ00_RS04770,MSMEG_0969,Rv0524,hemL,0.763,460,104,0,8,445,2,2.92E-231,710
LJ00_RS27105,MSMEG_5544,Rv0945,NA,0.763,249,59,0,1,249,5,6.86E-122,383
LJ00_RS12915,MSMEG_2629,Rv2838c,rbfA,0.763,144,34,0,1,144,1,6.98E-68,222
LJ00_RS11885,MSMEG_2419,Rv2924c,fpg,0.763,288,66,0,1,281,1,8.60E-146,454
LJ00_RS17320,MSMEG_3521,Rv0197,NA,0.762,737,175,0,10,746,2,0,1181
LJ00_RS28220,MSMEG_5768,Rv0825c,NA,0.762,194,46,0,1,194,1,1.39E-95,304
LJ00_RS15330,MSMEG_3117,Rv1456c,NA,0.762,303,71,0,17,319,9,7.73E-147,459
LJ00_RS20745,MSMEG_4233,Rv2163c,pbpB,0.762,639,150,0,10,648,49,0,1014
LJ00_RS10830,MSMEG_2200,Rv2964,purU,0.762,291,69,0,6,296,20,4.85E-149,464
LJ00_RS31985,MSMEG_6535,Rv0120c,fusA2,0.761,731,170,0,1,731,1,0,1146
LJ00_RS25660,MSMEG_5248,Rv1094,desA2,0.761,273,65,0,1,273,1,3.55E-142,443
LJ00_RS25555,MSMEG_5226,Rv1108c,xseA,0.761,406,96,0,7,407,5,5.97E-207,638
LJ00_RS24065,MSMEG_4925,Rv1317c,alkA,0.761,490,117,0,1,490,1,2.25E-257,788
LJ00_RS24470,MSMEG_5005,Rv1275,lprC,0.76,175,41,0,12,186,9,4.13E-88,282
LJ00_RS15590,MSMEG_3172,Rv1537,dinX,0.76,445,106,0,14,457,1,1.33E-220,680
LJ00_RS15740,MSMEG_3201,Rv1596,nadC,0.76,284,68,0,1,284,1,1.79E-137,430
LJ00_RS17335,MSMEG_3523,Rv1892,NA,0.76,75,18,0,2,76,23,4.72E-37,130
LJ00_RS13215,MSMEG_2691,Rv2747,argA,0.76,163,38,0,1,160,12,4.87E-82,263
LJ00_RS12685,MSMEG_2581,Rv2867c,NA,0.76,284,68,0,1,284,1,9.01E-145,451
LJ00_RS30740,MSMEG_6283,Rv3719,NA,0.76,463,109,0,4,466,15,3.31E-247,757
LJ00_RS04330,MSMEG_0876,Rv0068,NA,0.759,303,72,0,1,299,1,7.99E-148,461
LJ00_RS29610,MSMEG_6053,Rv0306,NA,0.759,208,50,0,6,213,2,8.45E-105,332
LJ00_RS04600,MSMEG_0933,Rv0486,mshA,0.759,437,102,0,8,432,42,9.68E-219,673
LJ00_RS04875,MSMEG_0990,Rv0535,NA,0.759,258,62,0,2,259,7,6.00E-137,427
LJ00_RS28675,MSMEG_5862,Rv0765c,NA,0.759,274,66,0,1,273,1,6.16E-136,425
LJ00_RS28005,MSMEG_5725,Rv0858c,dapC,0.759,391,93,0,1,387,1,1.96E-197,609
LJ00_RS18555,MSMEG_3777,Rv1650,pheT,0.759,832,200,0,1,832,1,0,1297
LJ00_RS13200,MSMEG_2687,Rv2750,NA,0.759,270,64,0,6,275,5,8.89E-132,413
LJ00_RS09075,MSMEG_1840,Rv3251c,rubA,0.759,54,13,0,1,54,1,2.50E-31,111
LJ00_RS29010,MSMEG_5930,Rv3529c,NA,0.759,378,91,0,3,380,7,4.69E-200,616
LJ00_RS29720,MSMEG_6075,Rv3581c,ispF,0.759,154,37,0,3,156,4,4.93E-75,243
LJ00_RS31280,MSMEG_6393,Rv3801c,fadD32,0.759,619,149,0,1,619,9,0,996
LJ00_RS00290,MSMEG_0059,Rv3868,eccA1,0.759,574,138,0,1,574,1,1.69E-291,891
LJ00_RS18645,MSMEG_3796,Rv1640c,lysX,0.758,1100,264,0,13,1105,72,0,1716
LJ00_RS20910,MSMEG_4268,Rv2200c,ctaC,0.758,335,81,0,4,338,26,2.42E-179,554
LJ00_RS22335,MSMEG_4568,Rv2407,NA,0.758,278,65,0,1,278,1,5.34E-143,446
LJ00_RS12020,MSMEG_2446,Rv3745c,NA,0.758,62,15,0,15,76,3,1.43E-27,105
LJ00_RS31330,MSMEG_6403,Rv3808c,glfT2,0.758,623,150,0,16,637,5,0,1004
LJ00_RS00600,MSMEG_0120,Rv0158,NA,0.757,202,49,0,7,208,8,1.12E-101,323
LJ00_RS03060,MSMEG_0621,Rv0288,esxH,0.757,95,23,0,1,95,1,6.96E-47,158
LJ00_RS03865,MSMEG_0783,Rv0408,pta,0.757,684,166,0,7,690,4,0,1040
LJ00_RS01975,MSMEG_0399,Rv2377c,NA,0.757,70,17,0,1,70,1,3.45E-37,129
LJ00_RS12000,MSMEG_2442,Rv2902c,rnhB,0.757,245,59,0,1,244,1,2.55E-118,374
LJ00_RS09470,MSMEG_1918,Rv3220c,NA,0.757,498,120,0,1,496,1,2.71E-239,736
LJ00_RS28670,MSMEG_5861,Rv0766c,cyp123,0.756,394,96,0,7,400,9,9.67E-202,622
LJ00_RS11960,MSMEG_2434,Rv2910c,NA,0.756,144,34,0,1,144,9,1.34E-71,232
LJ00_RS11755,MSMEG_2393,Rv2982c,gpdA2,0.756,328,79,0,5,332,9,8.28E-161,500
LJ00_RS28790,MSMEG_5885,Rv3485c,NA,0.756,275,67,0,1,275,39,7.51E-144,448
LJ00_RS31390,MSMEG_6415,Rv3836,NA,0.756,115,28,0,1,115,1,6.99E-57,188
LJ00_RS29855,MSMEG_6102,Rv3607c,folB,0.756,123,30,0,1,123,1,8.82E-58,191
LJ00_RS01550,MSMEG_0311,Rv0225,NA,0.755,381,93,0,11,391,4,1.11E-195,604
LJ00_RS26585,MSMEG_5441,Rv1007c,metS,0.755,511,125,0,3,513,2,2.68E-274,838
LJ00_RS20945,MSMEG_4275,Rv2207,cobT,0.755,344,84,0,6,349,2,5.57E-166,516
LJ00_RS30135,MSMEG_6158,Rv3647c,NA,0.755,196,47,0,1,196,1,9.50E-93,296
LJ00_RS30730,MSMEG_6281,Rv3717,NA,0.755,241,59,0,16,256,1,1.13E-123,389
LJ00_RS31025,MSMEG_6339,Rv3762c,NA,0.755,626,153,0,1,626,3,0,1009
LJ00_RS28360,MSMEG_5797,Rv0810c,NA,0.754,60,14,0,1,57,1,2.41E-24,91
LJ00_RS24210,MSMEG_4955,Rv1296,thrB,0.754,306,74,0,5,310,7,7.40E-146,456
LJ00_RS22050,MSMEG_4509,Rv2378c,mbtG,0.754,430,105,0,6,435,3,2.69E-216,666
LJ00_RS23005,MSMEG_4709,Rv2486,echA14,0.754,248,60,0,3,246,5,1.83E-119,376
LJ00_RS13070,MSMEG_2660,Rv2779c,NA,0.754,171,42,0,1,171,9,4.02E-81,261
LJ00_RS07530,MSMEG_1525,Rv3456c,rplQ,0.754,187,44,0,1,187,1,4.46E-85,274
LJ00_RS35490,MSMEG_5890,Rv3489,NA,0.754,53,13,0,1,53,1,1.15E-22,86
LJ00_RS29320,MSMEG_5995,Rv3545c,cyp125,0.754,427,102,0,1,427,17,3.81E-217,668
LJ00_RS33945,MSMEG_6942,Rv3921c,NA,0.754,367,89,0,1,367,4,1.21E-182,565
LJ00_RS26825,MSMEG_5489,Rv0979A,rpmF,0.754,57,14,0,1,57,1,6.02E-23,87
LJ00_RS33865,MSMEG_6923,Rv0036c,NA,0.753,252,62,0,5,256,6,6.22E-127,398
LJ00_RS27315,MSMEG_5586,Rv0926c,NA,0.753,357,88,0,1,357,1,3.04E-185,572
LJ00_RS26465,MSMEG_5416,Rv1022,lpqU,0.753,243,60,0,1,243,1,2.57E-121,381
LJ00_RS12705,MSMEG_2585,Rv2862c,NA,0.753,191,47,0,1,191,1,2.12E-91,292
LJ00_RS30285,MSMEG_6190,Rv3677c,NA,0.753,260,63,0,4,263,8,1.03E-124,392
LJ00_RS05925,MSMEG_1199,Rv0585c,NA,0.752,795,196,0,1,791,1,0,1217
LJ00_RS28050,MSMEG_5734,Rv0855,far,0.752,359,89,0,1,359,1,5.63E-188,580
LJ00_RS26615,MSMEG_5447,Rv1002c,NA,0.752,501,124,0,16,516,3,6.23E-274,837
LJ00_RS10155,MSMEG_2061,Rv3147,nuoC,0.752,226,55,0,15,238,11,1.11E-119,376
LJ00_RS28965,MSMEG_5921,Rv3521,NA,0.752,303,75,0,32,334,1,2.89E-156,487
LJ00_RS30990,MSMEG_6332,Rv3757c,proW,0.752,210,52,0,1,210,1,1.18E-98,314
LJ00_RS31250,MSMEG_6387,Rv3793,embC,0.752,1070,264,0,20,1083,23,0,1686
LJ00_RS25175,MSMEG_5150,Rv1159A,NA,0.752,89,22,0,1,89,1,4.96E-42,144
LJ00_RS04095,MSMEG_0829,Rv0427c,xthA,0.751,266,64,0,1,260,24,4.76E-140,436
LJ00_RS24575,MSMEG_5028,Rv1262c,NA,0.751,145,36,0,1,145,1,6.97E-71,230
LJ00_RS23950,MSMEG_4902,Rv1339,NA,0.751,254,62,0,1,251,18,2.59E-134,419
LJ00_RS15105,MSMEG_3071,Rv1412,ribC,0.751,201,49,0,1,198,1,1.59E-96,307
LJ00_RS15675,MSMEG_3188,Rv1568,bioA,0.751,426,105,0,4,429,8,2.15E-217,669
LJ00_RS21190,MSMEG_4325,Rv2243,fabD,0.751,305,75,0,1,305,1,1.05E-144,452
LJ00_RS05800,MSMEG_1174,Rv2641,cadI,0.751,145,35,0,1,143,1,9.63E-72,233
LJ00_RS07420,MSMEG_1503,Rv2687c,NA,0.751,237,59,0,1,237,1,5.74E-118,371
LJ00_RS30685,MSMEG_6271,Rv3710,leuA,0.751,639,149,0,3,601,6,2.03E-304,979
LJ00_RS31515,MSMEG_6439,Rv3853,rraA,0.751,157,39,0,1,157,1,1.52E-77,250
LJ00_RS05440,MSMEG_1102,Rv0552,NA,0.75,532,133,0,1,532,1,3.71E-272,833
LJ00_RS26725,MSMEG_5469,Rv0995,rimJ,0.75,200,50,0,17,216,3,1.02E-101,323
LJ00_RS26510,MSMEG_5426,Rv1018c,glmU,0.75,477,119,0,1,477,1,5.73E-240,737
LJ00_RS24760,MSMEG_5065,Rv1232c,NA,0.75,428,107,0,1,428,1,1.81E-208,643
LJ00_RS21185,MSMEG_4324,Rv2242,NA,0.75,409,99,0,1,398,1,4.42E-198,613
LJ00_RS13185,MSMEG_2684,Rv2753c,dapA,0.75,300,75,0,3,302,1,1.70E-146,457
LJ00_RS12360,MSMEG_2515,Rv2894c,xerC,0.75,300,74,0,1,300,1,8.38E-145,452
LJ00_RS10520,MSMEG_2135,Rv3069,NA,0.75,132,33,0,1,132,1,7.48E-64,209
LJ00_RS08960,MSMEG_1818,Rv3278c,NA,0.75,172,43,0,1,172,1,1.07E-87,280
LJ00_RS08265,MSMEG_1673,Rv3315c,cdd,0.75,128,32,0,4,131,3,1.00E-60,200
LJ00_RS15445,MSMEG_3141,Rv1473A,NA,0.75,60,15,0,5,64,4,7.22E-25,93
LJ00_RS27430,MSMEG_5609,Rv0913c,NA,0.749,507,126,0,1,507,1,4.90E-281,857
LJ00_RS09305,MSMEG_1885,Rv3230c,NA,0.749,383,95,0,1,383,1,3.74E-204,628
LJ00_RS29560,MSMEG_6044,Rv3575c,NA,0.749,363,90,0,4,366,2,2.18E-175,544
LJ00_RS07170,MSMEG_1452,Rv0712,NA,0.748,294,74,0,1,294,1,4.72E-158,490
LJ00_RS28295,MSMEG_5784,Rv0818,NA,0.748,262,64,0,1,262,1,3.85E-126,396
LJ00_RS25080,MSMEG_5130,Rv1166,lpqW,0.748,633,157,0,1,626,1,2.35E-304,960
LJ00_RS24945,MSMEG_5104,Rv1201c,dapD,0.748,314,79,0,1,314,4,1.07E-157,490
LJ00_RS24485,MSMEG_5009,Rv1272c,NA,0.748,625,156,0,4,624,6,1.05E-304,932
LJ00_RS23960,MSMEG_4904,Rv1337,NA,0.748,211,52,0,1,207,16,3.46E-106,336
LJ00_RS19135,MSMEG_3895,Rv2110c,prcB,0.748,292,72,0,1,292,1,1.66E-138,434
LJ00_RS20820,MSMEG_4248,Rv2182c,NA,0.748,247,60,0,1,241,1,3.10E-118,372
LJ00_RS17470,MSMEG_3551,Rv2266,cyp124,0.748,422,106,0,3,424,7,7.73E-217,667
LJ00_RS12925,MSMEG_2631,Rv2836c,dinF,0.748,433,109,0,23,455,7,7.84E-214,660
LJ00_RS31140,MSMEG_6365,Rv3780,NA,0.748,175,43,0,1,175,9,1.30E-78,254
LJ00_RS04880,MSMEG_0991,Rv0536,galE3,0.748,346,87,0,1,345,1,2.59E-172,534
LJ00_RS13605,MSMEG_2771,Rv2691,ceoB,0.748,223,56,0,1,223,1,1.12E-112,355
LJ00_RS08405,MSMEG_1702,Rv3306c,amiB1,0.748,393,99,0,1,393,1,2.81E-195,603
LJ00_RS03040,MSMEG_0617,Rv0284,eccC3,0.747,1330,333,0,1,1319,1,0,2056
LJ00_RS26490,MSMEG_5422,Rv1021,NA,0.747,313,78,0,1,313,1,1.43E-150,470
LJ00_RS20575,MSMEG_4198,Rv2139,pyrD,0.747,353,89,0,1,353,1,4.25E-170,528
LJ00_RS21105,MSMEG_4307,Rv2230c,NA,0.747,369,93,0,8,376,3,7.16E-188,581
LJ00_RS11905,MSMEG_2423,Rv2922c,smc,0.747,1205,302,0,1,1195,1,0,1740
LJ00_RS09535,MSMEG_1931,Rv3210c,NA,0.747,230,58,0,4,232,2,4.32E-110,348
LJ00_RS29345,MSMEG_6000,Rv3549c,NA,0.747,257,65,0,1,257,1,7.82E-126,395
LJ00_RS30435,MSMEG_6220,Rv3693,NA,0.747,440,111,0,1,440,1,3.68E-215,663
LJ00_RS02130,MSMEG_0432,Rv0260c,NA,0.746,375,95,0,1,375,1,2.28E-184,571
LJ00_RS03650,MSMEG_0740,Rv0365c,NA,0.746,371,92,0,6,369,4,1.90E-190,589
LJ00_RS05490,MSMEG_1113,Rv0557,mgtA,0.746,375,95,0,1,375,4,4.17E-190,587
LJ00_RS05590,MSMEG_1133,Rv0562,grcC1,0.746,335,85,0,1,335,1,2.71E-166,516
LJ00_RS28505,MSMEG_5828,Rv0800,pepC,0.746,427,106,0,1,419,1,9.25E-213,655
LJ00_RS15005,MSMEG_3051,Rv1389,gmk,0.746,201,50,0,1,198,1,9.92E-94,299
LJ00_RS27785,MSMEG_5681,Rv0886,fprB,0.745,562,141,0,1,555,1,4.66E-280,857
LJ00_RS18715,MSMEG_3810,Rv1637c,NA,0.745,224,57,0,11,234,42,7.96E-113,356
LJ00_RS12755,MSMEG_2595,Rv2860c,glnA4,0.745,450,114,0,8,457,9,5.00E-229,704
LJ00_RS12700,MSMEG_2584,Rv2864c,NA,0.745,605,153,0,1,605,1,1.87E-304,936
LJ00_RS11105,MSMEG_2259,Rv3063,cstA,0.745,754,192,0,1,754,1,0,1181
LJ00_RS04670,MSMEG_0947,Rv0502,NA,0.744,355,90,0,1,354,4,8.86E-180,556
LJ00_RS20765,MSMEG_4237,Rv2169c,NA,0.744,133,34,0,1,132,1,3.89E-63,207
LJ00_RS30755,MSMEG_6286,Rv3722c,NA,0.744,425,108,0,1,425,1,2.35E-214,660
LJ00_RS31080,MSMEG_6351,Rv3772,hisC2,0.744,349,89,0,1,347,1,8.60E-175,542
LJ00_RS25345,MSMEG_5184,Rv1143,mcr,0.743,362,92,0,1,362,1,9.26E-184,568
LJ00_RS20735,MSMEG_4231,Rv2157c,murF,0.743,503,128,0,1,499,1,8.59E-240,738
LJ00_RS23015,MSMEG_4711,Rv2496c,bkdB,0.743,358,89,0,1,358,1,6.27E-177,548
LJ00_RS04280,MSMEG_0866,Rv2917,NA,0.743,565,144,0,5,567,58,6.38E-282,863
LJ00_RS29305,MSMEG_5992,Rv3542c,NA,0.743,312,78,0,8,319,6,6.62E-158,491
LJ00_RS29420,MSMEG_6015,Rv3563,fadE32,0.743,317,81,0,1,317,3,4.18E-144,451
LJ00_RS28920,MSMEG_5912,Rv1731,gabD2,0.742,517,133,0,1,517,1,5.05E-259,794
LJ00_RS02110,MSMEG_0428,Rv0253,nirD,0.742,105,27,0,18,122,10,8.35E-50,168
LJ00_RS10945,MSMEG_2225,Rv1353c,NA,0.742,229,59,0,9,237,2,4.00E-111,352
LJ00_RS19075,MSMEG_3883,Rv2090,NA,0.742,318,82,0,1,318,76,7.26E-156,485
LJ00_RS10170,MSMEG_2064,Rv3143,NA,0.742,128,33,0,4,131,5,9.10E-62,203
LJ00_RS10120,MSMEG_2054,Rv3154,nuoJ,0.742,233,59,0,14,246,12,5.77E-108,343
LJ00_RS03135,MSMEG_0636,Rv0310c,NA,0.741,151,39,0,9,159,11,8.24E-77,248
LJ00_RS13950,MSMEG_2840,Rv0625c,NA,0.741,224,58,0,1,224,1,2.57E-107,340
LJ00_RS27840,MSMEG_5693,Rv0876c,NA,0.741,526,134,0,1,526,20,2.18E-249,767
LJ00_RS26965,MSMEG_5516,Rv0956,purN,0.741,209,54,0,1,209,1,9.37E-99,314
LJ00_RS24855,MSMEG_5084,Rv1208,gpgS,0.741,302,76,0,8,303,23,8.00E-147,458
LJ00_RS30505,MSMEG_6234,Rv3698,NA,0.741,488,126,0,1,488,20,2.69E-252,773
LJ00_RS00140,MSMEG_0029,Rv0013,trpG,0.741,224,57,0,1,224,1,1.48E-109,346
LJ00_RS05585,MSMEG_1132,Rv0561c,NA,0.74,405,104,0,5,409,7,2.46E-204,630
LJ00_RS07385,MSMEG_1496,Rv0751c,mmsB,0.74,289,75,0,1,289,1,1.42E-142,445
LJ00_RS27580,MSMEG_5639,Rv0905,echA6,0.74,243,63,0,1,243,1,1.68E-117,370
LJ00_RS25205,MSMEG_5156,Rv1156,NA,0.74,189,49,0,1,189,1,3.24E-94,300
LJ00_RS15670,MSMEG_3187,Rv1565c,NA,0.74,729,187,0,1,720,1,0,1155
LJ00_RS08105,MSMEG_1642,Rv1747,NA,0.74,898,224,0,1,898,3,0,1309
LJ00_RS20840,MSMEG_4252,Rv2186c,NA,0.74,127,33,0,1,127,1,7.90E-62,203
LJ00_RS21970,MSMEG_4492,Rv2363,amiA2,0.74,467,120,0,12,478,21,1.65E-232,718
LJ00_RS14895,MSMEG_3028,Rv2552c,aroE,0.74,262,68,0,17,278,5,6.43E-121,382
LJ00_RS14850,MSMEG_3019,Rv2568c,NA,0.74,339,85,0,1,339,1,4.79E-172,533
LJ00_RS09605,MSMEG_1946,Rv3199c,nudC,0.74,305,79,0,7,311,9,1.12E-155,484
LJ00_RS09040,MSMEG_1833,Rv3258c,NA,0.74,146,36,0,1,139,18,2.87E-69,225
LJ00_RS07940,MSMEG_1609,Rv3400,NA,0.74,247,63,0,1,244,16,7.70E-116,366
LJ00_RS30575,MSMEG_6248,Rv3702c,egtC,0.74,227,58,0,1,227,1,1.28E-112,355
LJ00_RS09455,MSMEG_1915,Rv3221A,rshA,0.74,77,20,0,25,101,23,2.10E-38,134
LJ00_RS18010,MSMEG_3664,Rv3236c,NA,0.74,374,97,0,1,374,1,1.03E-173,540
LJ00_RS04780,MSMEG_0971,Rv0526,NA,0.739,192,49,0,11,202,18,1.96E-94,302
LJ00_RS25490,MSMEG_5213,Rv1118c,NA,0.739,223,58,0,1,223,60,1.88E-116,366
LJ00_RS18490,MSMEG_3765,Rv1685c,NA,0.739,196,51,0,10,205,7,2.51E-97,310
LJ00_RS18365,MSMEG_3739,Rv1712,cmk,0.739,223,58,0,6,228,8,4.10E-100,319
LJ00_RS21870,MSMEG_4471,Rv2327,NA,0.739,138,36,0,17,154,20,3.83E-59,197
LJ00_RS22320,MSMEG_4564,Rv2406c,NA,0.739,142,37,0,1,142,1,1.14E-64,212
LJ00_RS13010,MSMEG_2648,Rv2794c,pptT,0.739,223,57,0,4,221,5,3.15E-108,342
LJ00_RS26635,MSMEG_5451,Rv1000c,NA,0.739,196,51,0,3,198,10,2.79E-98,312
LJ00_RS06960,MSMEG_1410,Rv0687,NA,0.738,283,72,0,1,283,1,1.24E-140,439
LJ00_RS24870,MSMEG_5087,Rv1205,NA,0.738,176,46,0,18,193,11,7.90E-85,273
LJ00_RS24645,MSMEG_5042,Rv1253,deaD,0.738,569,146,0,6,574,4,1.47E-269,828
LJ00_RS24150,MSMEG_4942,Rv1304,atpB,0.738,255,65,0,4,258,2,1.13E-120,380
LJ00_RS15245,MSMEG_3100,Rv1446c,opcA,0.738,302,79,0,1,302,1,1.15E-142,446
LJ00_RS17770,MSMEG_3615,Rv1862,adhA,0.738,337,87,0,1,332,10,8.12E-170,526
LJ00_RS19090,MSMEG_3886,Rv2093c,tatC,0.738,302,77,0,1,302,1,5.15E-150,468
LJ00_RS21250,MSMEG_4337,Rv2257c,NA,0.738,268,70,0,6,273,3,9.73E-132,413
LJ00_RS14425,MSMEG_2934,Rv2611c,NA,0.738,291,75,0,14,302,23,3.44E-148,462
LJ00_RS13425,MSMEG_2734,Rv2727c,miaA,0.738,313,78,0,3,302,2,4.13E-145,453
LJ00_RS11540,MSMEG_2350,Rv3030,NA,0.738,252,66,0,11,261,23,5.83E-121,381
LJ00_RS08260,MSMEG_1672,Rv3316,sdhC,0.738,111,29,0,27,137,1,5.85E-53,178
LJ00_RS28880,MSMEG_5903,Rv3502c,NA,0.738,310,80,0,8,312,6,4.18E-143,448
LJ00_RS30570,MSMEG_6247,Rv3701c,egtD,0.738,321,84,0,1,321,1,3.92E-155,483
LJ00_RS00760,MSMEG_0152,Rv0155,pntAa,0.737,354,93,0,2,355,9,1.85E-165,515
LJ00_RS03885,MSMEG_0787,Rv0411c,glnH,0.737,309,81,0,14,322,20,5.89E-151,471
LJ00_RS28665,MSMEG_5860,Rv0767c,NA,0.737,201,51,0,1,195,1,8.22E-87,279
LJ00_RS24725,MSMEG_5058,Rv1238,sugC,0.737,389,102,0,1,389,1,4.44E-187,580
LJ00_RS17940,MSMEG_3649,Rv1825,NA,0.737,232,60,0,13,244,64,8.95E-108,342
LJ00_RS22130,MSMEG_4525,Rv2388c,hemN,0.737,373,98,0,17,389,2,8.19E-190,587
LJ00_RS29065,MSMEG_5943,Rv3538,NA,0.737,286,75,0,1,286,1,1.83E-146,456
LJ00_RS28510,MSMEG_5829,Rv0799c,NA,0.736,342,87,0,1,342,3,8.48E-175,541
LJ00_RS24640,MSMEG_5041,Rv1254,NA,0.736,371,97,0,11,381,9,8.96E-185,572
LJ00_RS21035,MSMEG_4293,Rv2221c,glnE,0.736,998,262,0,1,998,1,0,1480
LJ00_RS21925,MSMEG_4483,Rv2344c,dgt,0.736,418,110,0,1,418,1,1.99E-198,614
LJ00_RS01045,MSMEG_0210,Rv0179c,lprO,0.735,352,93,0,12,362,18,3.70E-176,546
LJ00_RS04605,MSMEG_0934,Rv0487,NA,0.735,159,42,0,3,161,8,4.46E-77,249
LJ00_RS05470,MSMEG_1108,Rv0554,bpoC,0.735,257,68,0,1,257,2,2.99E-125,394
LJ00_RS28545,MSMEG_5836,Rv0784,NA,0.735,223,59,0,7,229,1,2.56E-110,349
LJ00_RS22875,MSMEG_4683,Rv2464c,NA,0.735,268,71,0,1,268,1,6.88E-140,436
LJ00_RS33825,MSMEG_6913,Rv0042c,NA,0.734,143,38,0,4,146,48,2.36E-59,198
